,0,1,2,3
2773,10まんボルト,ラスターカノン,ボルトチェンジ,ミラーコート
2774,10まんボルト,ラスターカノン,こらえる,てっていこうせん
2775,10まんボルト,ラスターカノン,ボルトチェンジ,てっていこうせん
2776,10まんボルト,ラスターカノン,ボルトチェンジ,ミラーコート
2777,10まんボルト,てっていこうせん,トライアタック,エレキネット
2778,リフレクター,ひかりのかべ,ボルトチェンジ,てっていこうせん
2779,ほうでん,ボルトチェンジ,ラスターカノン,ミラーコート
2780,10まんボルト,ラスターカノン,ミラーコート,こらえる
2781,10まんボルト,ボルトチェンジ,ラスターカノン,でんじは
2782,10まんボルト,ラスターカノン,ボルトチェンジ,ボディプレス
2783,10まんボルト,ボルトチェンジ,ラスターカノン,ボディプレス
2784,10まんボルト,ボディプレス,てっぺき,みがわり
2785,10まんボルト,ラスターカノン,ボルトチェンジ,てっていこうせん
2786,10まんボルト,ラスターカノン,ボルトチェンジ,めざめるパワー
2787,10まんボルト,ラスターカノン,めざめるパワー,みがわり
2788,10まんボルト,ラスターカノン,ボルトチェンジ,めざめるパワー
2789,10まんボルト,ラスターカノン,めざめるパワー,リサイクル
2790,ねむる,バリアー,チャージビーム,いびき
2791,10まんボルト,ボルトチェンジ,ラスターカノン,めざめるパワー
2792,10まんボルト,ラスターカノン,ボルトチェンジ,めざめるパワー
2793,かえんほうしゃ,パワーウィップ,ドわすれ,ねむる
2794,はらだいこ,あばれる,れいとうパンチ,パワーウィップ
2795,だいばくはつ,れいとうビーム,じしん,だいもんじ
2796,だいばくはつ,ジャイロボール,じしん,パワーウィップ
2797,だいもんじ,きあいだま,れいとうビーム,だいばくはつ
2798,じならし,だいもんじ,だいばくはつ,まもる
2799,じしん,ロックブラスト,ほのおのパンチ,つるぎのまい
2800,じしん,ロックブラスト,つのドリル,アームハンマー
2801,ストーンエッジ,じしん,カウンター,メタルバースト
2802,じしん,がんせきほう,こらえる,れいとうパンチ
2803,じしん,じならし,ロックブラスト,こらえる
2804,じしん,がんせきほう,ほのおのパンチ,ロックカット
2805,がんせきほう,じしん,ロックブラスト,れいとうパンチ
2806,じしん,ロックブラスト,れいとうパンチ,ばかぢから
2807,じしん,ロックブラスト,てっぺき,ボディプレス
2808,じしん,ロックブラスト,つのドリル,カウンター
2809,じしん,ロックブラスト,ほのおのパンチ,ヘビーボンバー
2810,ロックブラスト,じしん,ほのおのパンチ,れいとうパンチ
2811,10まんばりき,いわなだれ,かみなりパンチ,まもる
2812,じしん,ロックブラスト,つるぎのまい,ねむる
2813,じしん,ロックブラスト,ほのおのパンチ,れいとうパンチ
2814,がんせきほう,じしん,ロックブラスト,つるぎのまい
2815,がんせきほう,じしん,ロックブラスト,つるぎのまい
2816,じしん,ロックブラスト,メタルバースト,つるぎのまい
2817,がんせきほう,じしん,ロックブラスト,つるぎのまい
2818,ロックブラスト,じしん,ほのおのパンチ,つるぎのまい
2819,がんせきほう,じしん,ロックブラスト,つるぎのまい
2820,がんせきほう,じしん,つるぎのまい,れいとうパンチ
2821,がんせきほう,じしん,つるぎのまい,ロックブラスト
2822,ロックブラスト,じしん,れいとうパンチ,つのドリル
2823,ロックブラスト,じしん,れいとうパンチ,がんせきほう
2824,じしん,ストーンエッジ,ばかぢから,ロックカット
2825,ストーンエッジ,じしん,ステルスロック,れいとうパンチ
2826,じしん,ロックブラスト,ゆきなだれ,ほのおのパンチ
2827,ねむりごな,やどりぎのタネ,みがわり,パワーウィップ
2828,ギガドレイン,じしん,やどりぎのタネ,ねむりごな
2829,いわなだれ,グラススライダー,やどりぎのタネ,はたきおとす
2830,じしん,ギガドレイン,やどりぎのタネ,みがわり
2831,やどりぎのタネ,まもる,みがわり,ギガドレイン
2832,ギガドレイン,はたきおとす,まもる,やどりぎのタネ
2833,ギガドレイン,はたきおとす,でんげきは,じしん
2834,リーフストーム,ギガドレイン,めざめるパワー,しびれごな
2835,リーフストーム,めざめるパワー,じしん,いわなだれ
2836,ソーラービーム,せいちょう,げんしのちから,めざめるパワー
2837,パワーウィップ,パワースワップ,やどりぎのタネ,こうごうせい
2838,エナジーボール,めざめるパワー,こうごうせい,げんしのちから
2839,リーフストーム,きあいだま,めざめるパワー,ねむりごな
2840,リーフストーム,きあいだま,めざめるパワー,ねむりごな
2841,リーフストーム,めざめるパワー,ねむりごな,いわなだれ
2842,ギガドレイン,めざめるパワー,やどりぎのタネ,ねむりごな
2843,パワーウィップ,めざめるパワー,いわなだれ,せいちょう
2844,リーフストーム,めざめるパワー,ねむりごな,じしん
2845,リーフストーム,めざめるパワー,がんせきふうじ,ねむりごな
2846,パワーウィップ,じしん,いわなだれ,ねむりごな
2847,ワイルドボルト,じしん,れいとうパンチ,かわらわり
2848,ワイルドボルト,れいとうパンチ,ほのおのパンチ,じしん
2849,ワイルドボルト,じしん,れいとうパンチ,かわらわり
2850,ワイルドボルト,れいとうパンチ,じしん,かえんほうしゃ
2851,ワイルドボルト,れいとうパンチ,かわらわり,じしん
2852,ワイルドボルト,じしん,ほのおのパンチ,かわらわり
2853,れいとうパンチ,じしん,クロスチョップ,ワイルドボルト
2854,10まんボルト,クロスチョップ,めざめるパワー,かえんほうしゃ
2855,ワイルドボルト,じしん,クロスチョップ,れいとうパンチ
2856,10まんボルト,クロスチョップ,めざめるパワー,じしん
2857,ワイルドボルト,クロスチョップ,れいとうパンチ,じしん
2858,かえんほうしゃ,10まんボルト,ねっさのだいち,ソーラービーム
2859,だいもんじ,ソーラービーム,10まんボルト,ねっさのだいち
2860,だいもんじ,サイコキネシス,ソーラービーム,ニトロチャージ
2861,だいもんじ,10まんボルト,クロスチョップ,じしん
2862,エアスラッシュ,マジカルシャイン,かえんほうしゃ,わるだくみ
2863,エアスラッシュ,マジカルシャイン,だいもんじ,わるだくみ
2864,エアスラッシュ,あまえる,あさのひざし,でんじは
2865,エアスラッシュ,かえんほうしゃ,げんしのちから,わるだくみ
2866,エアスラッシュ,マジカルフレイム,あさのひざし,わるだくみ
2867,エアスラッシュ,マジカルシャイン,だいもんじ,でんじは
2868,エアスラッシュ,あまえる,でんじは,あさのひざし
2869,エアスラッシュ,でんじは,みがわり,マジカルシャイン
2870,エアスラッシュ,マジカルシャイン,だいもんじ,バトンタッチ
2871,ゴッドバード,ドレインパンチ,しんそく,かえんほうしゃ
2872,エアスラッシュ,だいもんじ,マジカルシャイン,わるだくみ
2873,エアスラッシュ,だいもんじ,わるだくみ,あくび
2874,エアスラッシュ,マジカルフレイム,わるだくみ,あさのひざし
2875,エアスラッシュ,かえんほうしゃ,げんしのちから,くさむすび
2876,エアスラッシュ,マジカルシャイン,わるだくみ,だいもんじ
2877,マジカルシャイン,エアスラッシュ,このゆびとまれ,まもる
2878,エアスラッシュ,ドレインキッス,わるだくみ,かえんほうしゃ
2879,エアスラッシュ,マジカルシャイン,かえんほうしゃ,トリック
2880,エアスラッシュ,マジカルシャイン,だいもんじ,トリック
2881,マジカルシャイン,エアスラッシュ,このゆびとまれ,まもる
2882,マジカルシャイン,エアスラッシュ,まもる,このゆびとまれ
2883,エアスラッシュ,このゆびとまれ,あくび,まもる
2884,エアスラッシュ,かえんほうしゃ,くさむすび,げんしのちから
2885,あくび,わるだくみ,エアスラッシュ,だいもんじ
2886,しんそく,おいかぜ,このゆびとまれ,まもる
2887,マジカルシャイン,エアスラッシュ,だいもんじ,トリック
2888,エアスラッシュ,だいもんじ,でんじは,はねやすめ
2889,エアスラッシュ,でんじは,はねやすめ,マジカルシャイン
2890,エアスラッシュ,みがわり,バトンタッチ,わるだくみ
2891,エアスラッシュ,マジカルシャイン,だいもんじ,トリック
2892,バトンタッチ,アンコール,エアスラッシュ,わるだくみ
2893,むしのさざめき,エアスラッシュ,まもる,シャドーボール
2894,エアスラッシュ,むしのさざめき,まもる,めざめるパワー
2895,むしのさざめき,エアスラッシュ,ギガドレイン,げんしのちから
2896,むしのさざめき,エアスラッシュ,めざめるパワー,まもる
2897,エアスラッシュ,むしのさざめき,めざめるパワー,みきり
2898,むしのさざめき,エアスラッシュ,フェイント,まもる
2899,エアスラッシュ,むしのさざめき,めざめるパワー,とんぼがえり
2900,むしのさざめき,エアスラッシュ,みきり,とんぼがえり
2901,リーフブレード,アイアンテール,ウェザーボール,つるぎのまい
2902,あくび,こうごうせい,リーフブレード,やどりぎのタネ
2903,ソーラーブレード,つるぎのまい,すてみタックル,あなをほる
2904,ソーラーブレード,つるぎのまい,ギガドレイン,にほんばれ
2905,リーフブレード,アイアンテール,あなをほる,ギガインパクト
2906,あくび,バトンタッチ,はたきおとす,リーフブレード
2907,リーフブレード,あくび,まもる,ねがいごと
2908,リーフブレード,にほんばれ,こうごうせい,あくび
2909,リーフブレード,あくび,バトンタッチ,まもる
2910,フリーズドライ,こおりのつぶて,シャドーボール,ふぶき
2911,フリーズドライ,れいとうビーム,こおりのつぶて,ミラーコート
2912,れいとうビーム,フリーズドライ,ミラーコート,こおりのつぶて
2913,れいとうビーム,フリーズドライ,ミラーコート,こおりのつぶて
2914,ふぶき,シャドーボール,どろかけ,フリーズドライ
2915,ふぶき,フリーズドライ,れいとうビーム,シャドーボール
2916,れいとうビーム,フリーズドライ,シャドーボール,ふぶき
2917,フリーズドライ,ミラーコート,れいとうビーム,シャドーボール
2918,フリーズドライ,れいとうビーム,シャドーボール,どろかけ
2919,ふぶき,フリーズドライ,うそなき,シャドーボール
2920,あられ,ふぶき,フリーズドライ,こおりのつぶて
2921,フリーズドライ,つぶらなひとみ,あくび,こごえるかぜ
2922,ふぶき,ウェザーボール,フリーズドライ,シャドーボール
2923,あくび,こごえるかぜ,ふぶき,フリーズドライ
2924,れいとうビーム,フリーズドライ,こおりのつぶて,ミラーコート
2925,ミラーコート,ふぶき,こおりのつぶて,フリーズドライ
2926,フリーズドライ,シャドーボール,ミラーコート,こおりのつぶて
2927,ミラーコート,フリーズドライ,ふぶき,こおりのつぶて
2928,れいとうビーム,フリーズドライ,ミラーコート,こおりのつぶて
2929,れいとうビーム,こごえるかぜ,めざめるパワー,こおりのつぶて
2930,こおりのつぶて,れいとうビーム,シャドーボール,めざめるパワー
2931,ハサミギロチン,じしん,みがわり,まもる
2932,じしん,どくどく,まもる,みがわり
2933,じしん,がんせきふうじ,まもる,どくどく
2934,まもる,みがわり,どくどく,じしん
2935,じしん,ハサミギロチン,はねやすめ,まもる
2936,じしん,がんせきふうじ,ステルスロック,ちょうはつ
2937,じしん,カウンター,こおりのキバ,ちょうはつ
2938,じしん,がんせきふうじ,まもる,みがわり
2939,じしん,ハサミギロチン,みがわり,まもる
2940,じしん,どくどく,みがわり,まもる
2941,じしん,ステルスロック,ちょうはつ,がんせきふうじ
2942,じしん,ストーンエッジ,はたきおとす,ハサミギロチン
2943,じしん,つばさでうつ,みがわり,まもる
2944,アクロバット,じしん,とんぼがえり,はねやすめ
2945,まもる,みがわり,バトンタッチ,ハサミギロチン
2946,アクロバット,なげつける,みがわり,じならし
2947,まもる,みがわり,じならし,ハサミギロチン
2948,じならし,はねやすめ,とんぼがえり,つばめがえし
2949,はねやすめ,どくどく,ちょうはつ,つばめがえし
2950,じしん,ストーンエッジ,ハサミギロチン,とんぼがえり
2951,まもる,じしん,ハサミギロチン,こおりのキバ
2952,みがわり,まもる,ハサミギロチン,じならし
2953,じしん,はねやすめ,つばめがえし,ハサミギロチン
2954,じしん,ハサミギロチン,アクロバット,はねやすめ
2955,じしん,つららばり,こおりのつぶて,じわれ
2956,じしん,こおりのつぶて,フリーズドライ,つららばり
2957,こおりのつぶて,つららばり,じしん,ストーンエッジ
2958,じしん,つららばり,こおりのつぶて,ストーンエッジ
2959,じしん,フリーズドライ,つららおとし,ばかぢから
2960,こおりのつぶて,じならし,ばかぢから,ロックブラスト
2961,じしん,ストーンエッジ,アイアンヘッド,つららおとし
2962,がんせきふうじ,こおりのつぶて,つららおとし,じしん
2963,こおりのつぶて,じしん,ばかぢから,がんせきふうじ
2964,こおりのつぶて,つららおとし,じしん,ストーンエッジ
2965,つららばり,じしん,アイアンヘッド,こおりのつぶて
2966,つららばり,じしん,こおりのつぶて,ばかぢから
2967,つららばり,じしん,こおりのつぶて,ステルスロック
2968,じしん,つららばり,こおりのつぶて,ロックブラスト
2969,じしん,こおりのつぶて,はたきおとす,つららばり
2970,ステルスロック,がんせきふうじ,こおりのつぶて,じしん
2971,じしん,つららばり,こおりのつぶて,がんせきふうじ
2972,つららおとし,つららばり,じしん,ばかぢから
2973,じしん,こおりのつぶて,みがわり,がむしゃら
2974,じしん,つららおとし,こおりのつぶて,フリーズドライ
2975,じしん,こおりのつぶて,がむしゃら,どくどく
2976,じしん,こおりのつぶて,ばかぢから,ステルスロック
2977,じしん,つららばり,こおりのつぶて,じわれ
2978,じしん,つららばり,こおりのつぶて,がんせきふうじ
2979,つららばり,こおりのつぶて,じしん,ばかぢから
2980,じしん,フリーズドライ,こおりのつぶて,はたきおとす
2981,じしん,つららばり,はたきおとす,いわなだれ
2982,じしん,フリーズドライ,こおりのつぶて,ステルスロック
2983,はかいこうせん,あくのはどう,こうそくいどう,トライアタック
2984,はかいこうせん,ふぶき,あくのはどう,10まんボルト
2985,はかいこうせん,あくのはどう,さわぐ,わるだくみ
2986,はかいこうせん,ソーラービーム,あくのはどう,こうそくいどう
2987,はかいこうせん,かみなり,あくのはどう,わるだくみ
2988,はかいこうせん,あくのはどう,こうそくいどう,トライアタック
2989,はかいこうせん,れいとうビーム,あくのはどう,こうそくいどう
2990,10まんボルト,れいとうビーム,はかいこうせん,こうそくいどう
2991,はかいこうせん,トライアタック,あくのはどう,10まんボルト
2992,はかいこうせん,あくのはどう,さわぐ,トリック
2993,さわぐ,はかいこうせん,ふぶき,あくのはどう
2994,こうそくいどう,はかいこうせん,あくのはどう,トライアタック
2995,りんしょう,はかいこうせん,あくのはどう,まもる
2996,トライアタック,あくのはどう,みがわり,わるだくみ
2997,れいとうビーム,ソーラービーム,はかいこうせん,あくのはどう
2998,はかいこうせん,トライアタック,こうそくいどう,あくのはどう
2999,さわぐ,あくのはどう,10まんボルト,わるだくみ
3000,10まんボルト,テクスチャー,れいとうビーム,シャドーボール
3001,10まんボルト,れいとうビーム,じこさいせい,テクスチャー
3002,シャドーボール,めざめるパワー,じこさいせい,テクスチャー
3003,10まんボルト,れいとうビーム,テクスチャー,みがわり
3004,はかいこうせん,シャドーボール,めざめるパワー,トリックルーム
3005,10まんボルト,テクスチャー,れいとうビーム,みがわり
3006,みがわり,わるだくみ,シャドーボール,トライアタック
3007,はかいこうせん,あくのはどう,さわぐ,みがわり
3008,あくのはどう,10まんボルト,めざめるパワー,トライアタック
3009,はかいこうせん,かみなり,れいとうビーム,あくのはどう
3010,トリック,トライアタック,あくのはどう,はかいこうせん
3011,ビルドアップ,ドレインパンチ,かみなりパンチ,かげうち
3012,ひかりのかべ,つるぎのまい,かわらわり,かげうち
3013,ビルドアップ,ドレインパンチ,トリプルアクセル,かみなりパンチ
3014,インファイト,さいみんじゅつ,しねんのずつき,はたきおとす
3015,トリックルーム,きしかいせい,おきみやげ,はたきおとす
3016,インファイト,しねんのずつき,つばめがえし,かみなりパンチ
3017,でんじは,みちづれ,おきみやげ,はたきおとす
3018,さいみんじゅつ,トリプルアクセル,かみなりパンチ,インファイト
3019,サイコカッター,インファイト,トリックルーム,おきみやげ
3020,インファイト,サイコカッター,かげうち,おにび
3021,インファイト,しねんのずつき,れいとうパンチ,トリック
3022,インファイト,ストーンエッジ,れいとうパンチ,かげうち
3023,インファイト,ストーンエッジ,しねんのずつき,おにび
3024,ビルドアップ,ドレインパンチ,しねんのずつき,かげうち
3025,インファイト,サイドチェンジ,まもる,フェイント
3026,インファイト,しねんのずつき,ストーンエッジ,トリック
3027,おにび,ちょうはつ,おきみやげ,ローキック
3028,ドレインパンチ,つじぎり,アンコール,ビルドアップ
3029,アンコール,おにび,みちづれ,ローキック
3030,ローキック,ストーンエッジ,アンコール,みちづれ
3031,インファイト,リフレクター,でんじは,おきみやげ
3032,インファイト,れいとうパンチ,ストーンエッジ,おきみやげ
3033,ドレインパンチ,ビルドアップ,でんじは,つじぎり
3034,かげうち,しねんのずつき,ドレインパンチ,つるぎのまい
3035,いたみわけ,ステルスロック,マジックコート,まもる
3036,いたみわけ,どくどく,ステルスロック,ボルトチェンジ
3037,めざめるパワー,だいちのちから,でんじは,ねむる
3038,ポルターガイスト,かみなりパンチ,かわらわり,かげうち
3039,ポルターガイスト,かわらわり,トリックルーム,いたみわけ
3040,ポルターガイスト,はいよるいちげき,こらえる,おきみやげ
3041,トリック,いたみわけ,のろい,ポルターガイスト
3042,トリック,ポルターガイスト,リベンジ,いたみわけ
3043,かげうち,かみなりパンチ,リベンジ,じしん
3044,くろいまなざし,ちょうはつ,くろいきり,ねむる
3045,かげうち,いわなだれ,じしん,れいとうパンチ
3046,かげうち,じしん,れいとうパンチ,どくどく
3047,トリックルーム,おきみやげ,おにび,いたみわけ
3048,トリック,かなしばり,おきみやげ,かげうち
3049,れいとうパンチ,かげうち,じしん,トリック
3050,かげうち,ほのおのパンチ,れいとうパンチ,おにび
3051,ゆきなだれ,みちづれ,リフレクター,ひかりのかべ
3052,こごえるかぜ,ちょうはつ,みちづれ,おにび
3053,おにび,でんじは,たたりめ,10まんボルト
3054,みちづれ,こごえるかぜ,みがわり,まきびし
3055,こおりのいぶき,サイドチェンジ,ちょうはつ,ひかりのかべ
3056,れいとうビーム,ちょうはつ,でんじは,まきびし
3057,トリック,みちづれ,こごえるかぜ,おにび
3058,みちづれ,ちょうはつ,トリック,こごえるかぜ
3059,ポルターガイスト,トリプルアクセル,トリック,みちづれ
3060,ちょうはつ,こごえるかぜ,みちづれ,おにび
3061,れいとうビーム,たたりめ,でんじは,こおりのつぶて
3062,こおりのつぶて,れいとうビーム,シャドーボール,みちづれ
3063,こおりのいぶき,こおりのつぶて,こごえるかぜ,ちょうはつ
3064,ふぶき,シャドーボール,あやしいひかり,みがわり
3065,れいとうビーム,みがわり,かなしばり,でんじは
3066,10まんボルト,トリック,ボルトチェンジ,シャドーボール
3067,ほうでん,たたりめ,いたみわけ,おにび
3068,たたりめ,でんじは,おにび,いたみわけ
3069,ボルトチェンジ,おにび,リフレクター,ひかりのかべ
3070,あくび,ステルスロック,トリックルーム,とんぼがえり
3071,マジックルーム,あくび,おきみやげ,とんぼがえり
3072,ふういん,とんぼがえり,あくび,ステルスロック
3073,あくび,ステルスロック,トリック,とんぼがえり
3074,リフレクター,ひかりのかべ,ステルスロック,おきみやげ
3075,おきみやげ,あくび,ステルスロック,こらえる
3076,あくび,ステルスロック,トリック,おきみやげ
3077,あくび,ステルスロック,とんぼがえり,でんじは
3078,あくび,ステルスロック,バトンタッチ,マジカルシャイン
3079,とんぼがえり,ふういん,あくび,ステルスロック
3080,しんぴのまもり,あくび,リフレクター,おきみやげ
3081,ステルスロック,あくび,とんぼがえり,おきみやげ
3082,アイアンテール,あくび,ステルスロック,とんぼがえり
3083,トリックルーム,とんぼがえり,まもる,マジックコート
3084,サイコキネシス,ステルスロック,とんぼがえり,あくび
3085,あくび,ステルスロック,はたきおとす,おきみやげ
3086,おきみやげ,ステルスロック,あくび,イカサマ
3087,あくび,ステルスロック,とんぼがえり,おきみやげ
3088,ステルスロック,あくび,おきみやげ,マジックコート
3089,サイコキネシス,れいとうビーム,10まんボルト,ステルスロック
3090,れいとうビーム,サイコキネシス,トリックルーム,エナジーボール
3091,しねんのずつき,とんぼがえり,トリック,いやしのねがい
3092,サイコキネシス,れいとうビーム,10まんボルト,トリック
3093,ステルスロック,サイコキネシス,れいとうビーム,でんじは
3094,トリック,サイコキネシス,れいとうビーム,くさむすび
3095,ステルスロック,トリック,れいとうパンチ,だいばくはつ
3096,アクロバット,わるだくみ,サイコキネシス,だいもんじ
3097,しねんのずつき,れいとうパンチ,アクロバット,ドレインパンチ
3098,だいばくはつ,ほのおのパンチ,れいとうパンチ,リフレクター
3099,サイコショック,マジカルシャイン,わるだくみ,だいもんじ
3100,リフレクター,ひかりのかべ,ステルスロック,だいばくはつ
3101,ステルスロック,だいもんじ,サイコショック,だいばくはつ
3102,ひかりのかべ,リフレクター,ステルスロック,だいばくはつ
3103,サイコショック,だいもんじ,くさむすび,めざめるパワー
3104,くさむすび,とんぼがえり,だいもんじ,サイコキネシス
3105,わるだくみ,だいもんじ,サイコショック,めざめるパワー
3106,サイコキネシス,だいもんじ,めざめるパワー,とんぼがえり
3107,サイコキネシス,だいもんじ,くさむすび,めざめるパワー
3108,ときのほうこう,ラスターカノン,かみなり,だいちのちから
3109,ときのほうこう,ラスターカノン,てっぺき,ボディプレス
3110,ときのほうこう,ラスターカノン,だいもんじ,ふぶき
3111,ラスターカノン,ボディプレス,れいとうビーム,だいちのちから
3112,ボディプレス,てっぺき,ねむる,ラスターカノン
3113,ときのほうこう,てっていこうせん,だいもんじ,パワージェム
3114,ときのほうこう,ラスターカノン,だいちのちから,まもる
3115,ラスターカノン,ボディプレス,てっぺき,みがわり
3116,ラスターカノン,ときのほうこう,オーバーヒート,ふぶき
3117,ラスターカノン,りゅうせいぐん,かみなり,れいとうビーム
3118,ときのほうこう,てっていこうせん,だいちのちから,トリックルーム
3119,りゅうせいぐん,ラスターカノン,だいもんじ,だいちのちから
3120,オーバーヒート,トリックルーム,ラスターカノン,りゅうせいぐん
3121,だいちのちから,れいとうビーム,ラスターカノン,ときのほうこう
3122,りゅうのはどう,かみなり,かえんほうしゃ,アイアンヘッド
3123,りゅうせいぐん,ハイドロポンプ,かみなり,だいもんじ
3124,ハイドロポンプ,あくうせつだん,ダブルウイング,だいちのちから
3125,あくうせつだん,りゅうせいぐん,なみのり,だいもんじ
3126,りゅうせいぐん,ハイドロポンプ,だいもんじ,かみなり
3127,あくうせつだん,だいちのちから,ハイドロポンプ,まもる
3128,あくうせつだん,かみなり,かえんほうしゃ,まもる
3129,ステルスロック,おにび,マグマストーム,てっていこうせん
3130,マグマストーム,だいちのちから,ちょうはつ,まもる
3131,かえんほうしゃ,ラスターカノン,ソーラービーム,きんぞくおん
3132,マグマストーム,ラスターカノン,だいちのちから,ステルスロック
3133,てっぺき,ボディプレス,マグマストーム,まもる
3134,ステルスロック,まもる,ふんえん,ラスターカノン
3135,だいもんじ,ラスターカノン,ステルスロック,だいちのちから
3136,マグマストーム,ソーラービーム,にほんばれ,ちょうはつ
3137,マグマストーム,だいちのちから,ちょうはつ,おにび
3138,マグマストーム,だいちのちから,まもる,ちょうはつ
3139,ふんえん,ラスターカノン,だいちのちから,みがわり
3140,マグマストーム,ラスターカノン,ちょうはつ,きんぞくおん
3141,マグマストーム,だいちのちから,ソーラービーム,ちょうはつ
3142,ねっぷう,だいちのちから,ラスターカノン,まもる
3143,マグマストーム,ラスターカノン,まもる,ちょうはつ
3144,ふんえん,ラスターカノン,だいちのちから,ステルスロック
3145,マグマストーム,おにび,きんぞくおん,ちょうはつ
3146,オーバーヒート,ラスターカノン,だいちのちから,ストーンエッジ
3147,マグマストーム,ラスターカノン,ストーンエッジ,だいちのちから
3148,マグマストーム,おにび,こわいかお,ステルスロック
3149,マグマストーム,どくどく,みがわり,まもる
3150,オーバーヒート,ニトロチャージ,めざめるパワー,ラスターカノン
3151,オーバーヒート,ラスターカノン,だいもんじ,だいちのちから
3152,だいもんじ,ソーラービーム,ラスターカノン,がんせきふうじ
3153,ステルスロック,ほえる,おにび,ラスターカノン
3154,オーバーヒート,だいちのちから,ラスターカノン,がんせきふうじ
3155,どくどく,まもる,みがわり,マグマストーム
3156,だいもんじ,ラスターカノン,だいちのちから,ねっぷう
3157,オーバーヒート,ステルスロック,ほえる,がんせきふうじ
3158,オーバーヒート,ラスターカノン,げんしのちから,だいちのちから
3159,オーバーヒート,ラスターカノン,かえんほうしゃ,あくのはどう
3160,オーバーヒート,ラスターカノン,げんしのちから,だいちのちから
3161,マグマストーム,どくどく,ちょうはつ,まもる
3162,オーバーヒート,ラスターカノン,かえんほうしゃ,だいちのちから
3163,かえんほうしゃ,ステルスロック,ほえる,どくどく
3164,ふんか,オーバーヒート,ラスターカノン,だいちのちから
3165,ギガインパクト,れいとうパンチ,10まんばりき,まもる
3166,からげんき,DDラリアット,ほのおのパンチ,みがわり
3167,にぎりつぶす,はたきおとす,ばかぢから,まもる
3168,まもる,アイアンヘッド,にぎりつぶす,10まんばりき
3169,ドレインパンチ,みがわり,ギガインパクト,まもる
3170,ワイドガード,まもる,でんじは,はたきおとす
3171,にぎりつぶす,ドレインパンチ,じしん,みがわり
3172,ロックカット,にぎりつぶす,はたきおとす,れいとうパンチ
3173,でんじは,どくどく,あやしいひかり,はたきおとす
3174,でんじは,こごえるかぜ,ストーンエッジ,-
3175,はかいこうせん,りゅうせいぐん,かみなり,シャドーボール
3176,たたりめ,りゅうのはどう,みちづれ,でんじは
3177,おにび,めいそう,たたりめ,ねむる
3178,エナジーボール,シャドーダイブ,りゅうせいぐん,じしん
3179,シャドーダイブ,げきりん,じしん,ダブルウイング
3180,おにび,ほえる,かげうち,りゅうせいぐん
3181,サイコシフト,めいそう,アシストパワー,つきのひかり
3182,アシストパワー,れいとうビーム,めいそう,つきのひかり
3183,みかづきのまい,トリックルーム,でんじは,れいとうビーム
3184,つきのひかり,めいそう,アシストパワー,みがわり
3185,サイコキネシス,こらえる,でんじは,みかづきのまい
3186,ムーンフォース,でんじは,みかづきのまい,つきのひかり
3187,ムーンフォース,つきのひかり,みかづきのまい,トリックルーム
3188,アシストパワー,つきのひかり,めいそう,みがわり
3189,サイコショック,こごえるかぜ,めいそう,トリックルーム
3190,ムーンフォース,てだすけ,サイドチェンジ,トリックルーム
3191,つきのひかり,アシストパワー,みがわり,めいそう
3192,みかづきのまい,つきのひかり,トリックルーム,れいとうビーム
3193,みかづきのまい,こらえる,でんじは,れいとうビーム
3194,サイコショック,つきのひかり,めいそう,ムーンフォース
3195,つきのひかり,サイコキネシス,ムーンフォース,めいそう
3196,れいとうビーム,どくどく,つきのひかり,みかづきのまい
3197,サイコキネシス,れいとうビーム,つきのひかり,でんじは
3198,スキルスワップ,つきのひかり,どくどく,サイコキネシス
3199,みかづきのまい,でんじは,れいとうビーム,サイコショック
3200,れいとうビーム,トリックルーム,てだすけ,サイコキネシス
3201,サイコキネシス,こごえるかぜ,スキルスワップ,てだすけ
3202,サイコショック,みがわり,めいそう,めざめるパワー
3203,れいとうビーム,ねむる,ねごと,サイコシフト
3204,れいとうビーム,めざめるパワー,でんじは,つきのひかり
3205,なみのり,れいとうビーム,くさむすび,とんぼがえり
3206,ねっとう,こごえるかぜ,ハートスワップ,ほたるび
3207,ほたるび,ねむる,なみのり,れいとうビーム
3208,みがわり,ダークホール,あくのはどう,れいとうビーム
3209,ダークホール,きあいだま,まもる,れいとうビーム
3210,シードフレア,やどりぎのタネ,みがわり,まもる
3211,しんそく,つるぎのまい,じしん,シャドークロー
3212,いのちがけ,とんぼがえり,Vジェネレート,クロスサンダー
3213,Vジェネレート,クロスサンダー,とんぼがえり,トリック
3214,やどりぎのタネ,へびにらみ,まもる,みがわり
3215,やどりぎのタネ,みがわり,リーフストーム,へびにらみ
3216,リーフストーム,めざめるパワー,ちょうはつ,へびにらみ
3217,リーフストーム,ひかりのかべ,リフレクター,こうごうせい
3218,リーフストーム,リフレクター,こうごうせい,ちょうはつ
3219,リーフストーム,ミラーコート,ちょうはつ,リフレクター
3220,リーフストーム,へびにらみ,やどりぎのタネ,みがわり
3221,リーフストーム,やどりぎのタネ,へびにらみ,フラッシュ
3222,へびにらみ,リーフストーム,ちょうはつ,やどりぎのタネ
3223,リーフストーム,めざめるパワー,みがわり,へびにらみ
3224,ちょうはつ,リフレクター,こうごうせい,リーフストーム
3225,リーフストーム,ちょうはつ,めざめるパワー,りゅうのはどう
